lemma,poscode,surface,
IBM,3,IBM,International Business Machines
General Motors,3,General Motors,GM
USPS,3,USPS,United States Postal Service
SAP,3,SAP
Oracle,3,Oracle
Microsoft,3,MS,Microsoft
Amazon,3,Amazon
Pepsi,3,Pepsi
Coke,3,Coke,Coca Cola
Facebook,3,Facebook
Apple,3,Apple
Google,3,Google
LinkedIn,3,LinkedIn
Ford,3,Ford
BMW,3,BMW
Mercedes,3,Mercedes
Porsche,3,Porsche
Boeing,3,Boeing
Airbus,3,Airbus
Bombardier,3,Bombardier
ABB,3,ABB,Asea Brown Bovery
