lemma,"poscode","surface"
DNH,"0","DNH"
DNK,"0","DNK"
DNL,"0","DNL"
DNN,"0","DNN"
DNP,"0","DNP"
DNQ,"0","DNQ"
DNR,"0","DNR"
DNV,"0","DNV"
DNZ,"0","DNZ"
DOD,"0","DOD"
DOG,"0","DOG"
DOK,"0","DOK"
DOL,"0","DOL"
DOM,"0","DOM"
DOP,"0","DOP"
DOU,"0","DOU"
DOV,"0","DOV"
DPA,"0","DPA"
DPL,"0","DPL"
DPO,"0","DPO"
DPS,"0","DPS"
DQH,"0","DQH"
DRA,"0","DRA"
DRB,"0","DRB"
DRG,"0","DRG"
DRI,"0","DRI"
DRJ,"0","DRJ"
DRK,"0","DRK"
DRM,"0","DRM"
DRO,"0","DRO"
DRS,"0","DRS"
DRT,"0","DRT"
DRV,"0","DRV"
DRW,"0","DRW"
DSA,"0","DSA"
DSD,"0","DSD"
DSE,"0","DSE"
DSK,"0","DSK"
DSM,"0","DSM"
DSN,"0","DSN"
DSO,"0","DSO"
DTA,"0","DTA"
DTB,"0","DTB"
DTD,"0","DTD"
DTI,"0","DTI"
DTM,"0","DTM"
DTS,"0","DTS"
DTW,"0","DTW"
DU9,"0","DU9"
DUB,"0","DUB"
DUC,"0","DUC"
DUD,"0","DUD"
DUE,"0","DUE"
DUG,"0","DUG"
DUH,"0","DUH"
DUJ,"0","DUJ"
DUM,"0","DUM"
DUR,"0","DUR"
DUS,"0","DUS"
DUT,"0","DUT"
DVL,"0","DVL"
DVO,"0","DVO"
DVT,"0","DVT"
DWA,"0","DWA"
DWB,"0","DWB"
DWC,"0","DWC"
DWD,"0","DWD"
DWH,"0","DWH"
DXB,"0","DXB"
DXR,"0","DXR"
DYG,"0","DYG"
DYL,"0","DYL"
DYR,"0","DYR"
DYS,"0","DYS"
DYU,"0","DYU"
DZA,"0","DZA"
DZN,"0","DZN"
E25,"0","E25"
E38,"0","E38"
E63,"0","E63"
EAA,"0","EAA"
EAE,"0","EAE"
EAM,"0","EAM"
EAS,"0","EAS"
EAT,"0","EAT"
EAU,"0","EAU"
EBA,"0","EBA"
EBB,"0","EBB"
EBD,"0","EBD"
EBE,"0","EBE"
EBG,"0","EBG"
EBJ,"0","EBJ"
EBL,"0","EBL"
EBM,"0","EBM"
EBU,"0","EBU"
ECA,"0","ECA"
ECN,"0","ECN"
ECP,"0","ECP"
ECV,"0","ECV"
EDF,"0","EDF"
EDI,"0","EDI"
EDL,"0","EDL"
EDM,"0","EDM"
EDN,"0","EDN"
EDO,"0","EDO"
EDR,"0","EDR"
EDW,"0","EDW"
EED,"0","EED"
EEK,"0","EEK"
EEN,"0","EEN"
EET,"0","EET"
EFD,"0","EFD"
EFL,"0","EFL"
EGC,"0","EGC"
EGE,"0","EGE"
EGI,"0","EGI"
EGM,"0","EGM"
EGN,"0","EGN"
EGO,"0","EGO"
EGR,"0","EGR"
EGS,"0","EGS"
EGT,"0","EGT"
EGV,"0","EGV"
EGX,"0","EGX"
EHA,"0","EHA"
EHL,"0","EHL"
EHM,"0","EHM"
EIE,"0","EIE"
EIL,"0","EIL"
EIN,"0","EIN"
EIS,"0","EIS"
EJA,"0","EJA"
EJH,"0","EJH"
EKA,"0","EKA"
EKI,"0","EKI"
EKN,"0","EKN"
EKO,"0","EKO"
EKY,"0","EKY"
ELC,"0","ELC"
ELD,"0","ELD"
ELF,"0","ELF"
ELG,"0","ELG"
ELH,"0","ELH"
ELI,"0","ELI"
ELM,"0","ELM"
ELP,"0","ELP"
ELQ,"0","ELQ"
ELS,"0","ELS"
ELT,"0","ELT"
ELU,"0","ELU"
ELV,"0","ELV"
ELY,"0","ELY"
EMA,"0","EMA"
EMD,"0","EMD"
EME,"0","EME"
EMK,"0","EMK"
EML,"0","EML"
EMN,"0","EMN"
EMP,"0","EMP"
EMT,"0","EMT"
EMV,"0","EMV"
ENA,"0","ENA"
ENC,"0","ENC"
END,"0","END"
ENE,"0","ENE"
ENF,"0","ENF"
ENH,"0","ENH"
ENK,"0","ENK"
ENN,"0","ENN"
ENS,"0","ENS"
ENT,"0","ENT"
ENU,"0","ENU"
ENV,"0","ENV"
ENW,"0","ENW"
ENY,"0","ENY"
EOH,"0","EOH"
EOI,"0","EOI"
EOK,"0","EOK"
EPL,"0","EPL"
EPM,"0","EPM"
EPR,"0","EPR"
EPS,"0","EPS"
EPU,"0","EPU"
EQS,"0","EQS"
ERC,"0","ERC"
ERD,"0","ERD"
ERF,"0","ERF"
ERG,"0","ERG"
ERH,"0","ERH"
ERI,"0","ERI"
ERL,"0","ERL"
ERM,"0","ERM"
ERN,"0","ERN"
ERS,"0","ERS"
ERV,"0","ERV"
ERY,"0","ERY"
ERZ,"0","ERZ"
ESB,"0","ESB"
ESC,"0","ESC"
ESD,"0","ESD"
ESE,"0","ESE"
ESF,"0","ESF"
ESH,"0","ESH"
ESK,"0","ESK"
ESL,"0","ESL"
ESM,"0","ESM"
ESN,"0","ESN"
ESR,"0","ESR"
ESS,"0","ESS"
ESU,"0","ESU"
ESX,"0","ESX"
ETH,"0","ETH"
ETR,"0","ETR"
ETZ,"0","ETZ"
EUA,"0","EUA"
EUF,"0","EUF"
EUG,"0","EUG"
EUM,"0","EUM"
EUN,"0","EUN"
EUX,"0","EUX"
EVE,"0","EVE"
EVG,"0","EVG"
EVN,"0","EVN"
EVV,"0","EVV"
EVW,"0","EVW"
EWB,"0","EWB"
EWD,"0","EWD"
EWK,"0","EWK"
EWN,"0","EWN"
EWR,"0","EWR"
EXT,"0","EXT"
EYK,"0","EYK"
EYP,"0","EYP"
EYW,"0","EYW"
EZE,"0","EZE"
EZS,"0","EZS"
FAA,"0","FAA"
FAB,"0","FAB"
FAE,"0","FAE"
FAF,"0","FAF"
FAH,"0","FAH"
FAI,"0","FAI"
FAJ,"0","FAJ"
FAN,"0","FAN"
FAO,"0","FAO"
FAR,"0","FAR"
FAT,"0","FAT"
FAV,"0","FAV"
FAY,"0","FAY"
FBA,"0","FBA"
FBD,"0","FBD"
FBE,"0","FBE"
FBG,"0","FBG"
FBK,"0","FBK"
FBM,"0","FBM"
FBR,"0","FBR"
FBU,"0","FBU"
FCA,"0","FCA"
FCI,"0","FCI"
FCM,"0","FCM"
FCO,"0","FCO"
FCS,"0","FCS"
FDF,"0","FDF"
FDH,"0","FDH"
FDU,"0","FDU"
FDW,"0","FDW"
FDY,"0","FDY"
FEG,"0","FEG"
FEL,"0","FEL"
FEN,"0","FEN"
FET,"0","FET"
FEZ,"0","FEZ"
FFA,"0","FFA"
FFC,"0","FFC"
FFD,"0","FFD"
FFO,"0","FFO"
FFT,"0","FFT"
FFZ,"0","FFZ"
FGI,"0","FGI"
FHU,"0","FHU"
FIE,"0","FIE"
FIG,"0","FIG"
FIH,"0","FIH"
FIT,"0","FIT"
FIZ,"0","FIZ"
FJR,"0","FJR"
FKB,"0","FKB"
FKI,"0","FKI"
FKL,"0","FKL"
FKQ,"0","FKQ"
FKS,"0","FKS"
FLA,"0","FLA"
FLB,"0","FLB"
FLD,"0","FLD"
FLF,"0","FLF"
FLG,"0","FLG"
FLL,"0","FLL"
FLN,"0","FLN"
FLO,"0","FLO"
FLR,"0","FLR"
FLS,"0","FLS"
FLV,"0","FLV"
FLW,"0","FLW"
FMA,"0","FMA"
FME,"0","FME"
FMI,"0","FMI"
FMM,"0","FMM"
FMN,"0","FMN"
FMO,"0","FMO"
FMY,"0","FMY"
FNA,"0","FNA"
FNB,"0","FNB"
FNC,"0","FNC"
FNI,"0","FNI"
FNJ,"0","FNJ"
FNL,"0","FNL"
FNR,"0","FNR"
FNT,"0","FNT"
FNU,"0","FNU"
FOC,"0","FOC"
FOD,"0","FOD"
FOE,"0","FOE"
FOG,"0","FOG"
FOK,"0","FOK"
FOM,"0","FOM"
FON,"0","FON"
FOR,"0","FOR"
FPO,"0","FPO"
FRA,"0","FRA"
FRB,"0","FRB"
FRC,"0","FRC"
FRD,"0","FRD"
FRE,"0","FRE"
FRI,"0","FRI"
FRJ,"0","FRJ"
FRL,"0","FRL"
FRN,"0","FRN"
FRO,"0","FRO"
FRP,"0","FRP"
FRS,"0","FRS"
FRU,"0","FRU"
FRW,"0","FRW"
FSC,"0","FSC"
FSD,"0","FSD"
FSI,"0","FSI"
FSM,"0","FSM"
FSP,"0","FSP"
FSS,"0","FSS"
FST,"0","FST"
FTA,"0","FTA"
FTE,"0","FTE"
FTG,"0","FTG"
FTI,"0","FTI"
FTK,"0","FTK"
FTU,"0","FTU"
FTW,"0","FTW"
FTX,"0","FTX"
FTY,"0","FTY"
FUE,"0","FUE"
FUG,"0","FUG"
FUJ,"0","FUJ"
FUK,"0","FUK"
FUL,"0","FUL"
FUN,"0","FUN"
FUT,"0","FUT"
FWA,"0","FWA"
FXE,"0","FXE"
FXO,"0","FXO"
FYJ,"0","FYJ"
FYT,"0","FYT"
FYU,"0","FYU"
FYV,"0","FYV"
FZG,"0","FZG"
FZI,"0","FZI"
FZO,"0","FZO"
GAD,"0","GAD"
GAE,"0","GAE"
GAF,"0","GAF"
GAH,"0","GAH"
GAI,"0","GAI"
GAJ,"0","GAJ"
GAL,"0","GAL"
GAM,"0","GAM"
GAN,"0","GAN"
GAO,"0","GAO"
GAQ,"0","GAQ"
GAS,"0","GAS"
GAU,"0","GAU"
GAY,"0","GAY"
GBB,"0","GBB"
GBE,"0","GBE"
GBG,"0","GBG"
GBJ,"0","GBJ"
GBK,"0","GBK"
GBN,"0","GBN"
GBT,"0","GBT"
GBZ,"0","GBZ"
GCC,"0","GCC"
GCI,"0","GCI"
GCJ,"0","GCJ"
GCK,"0","GCK"
GCM,"0","GCM"
GCN,"0","GCN"
GDE,"0","GDE"
GDL,"0","GDL"
GDN,"0","GDN"
GDQ,"0","GDQ"
GDT,"0","GDT"
GDV,"0","GDV"
GDW,"0","GDW"
GDX,"0","GDX"
GDZ,"0","GDZ"
GEA,"0","GEA"
GED,"0","GED"
GEG,"0","GEG"
GEL,"0","GEL"
GEO,"0","GEO"
GER,"0","GER"
GES,"0","GES"
GET,"0","GET"
GEU,"0","GEU"
GEV,"0","GEV"
GEX,"0","GEX"
GFF,"0","GFF"
GFK,"0","GFK"
GFL,"0","GFL"
GFN,"0","GFN"
GFO,"0","GFO"
GFR,"0","GFR"
GFY,"0","GFY"
GGE,"0","GGE"
GGG,"0","GGG"
GGS,"0","GGS"
GGT,"0","GGT"
GGW,"0","GGW"
GHA,"0","GHA"
GHB,"0","GHB"
GHF,"0","GHF"
GHG,"0","GHG"
GHT,"0","GHT"
GHU,"0","GHU"
GIB,"0","GIB"
GIC,"0","GIC"
GIF,"0","GIF"
GIG,"0","GIG"
GIL,"0","GIL"
GIS,"0","GIS"
GIU,"0","GIU"
GIZ,"0","GIZ"
GJA,"0","GJA"
GJL,"0","GJL"
GJR,"0","GJR"
GJT,"0","GJT"
GKA,"0","GKA"
GKE,"0","GKE"
GKK,"0","GKK"
GKL,"0","GKL"
GKN,"0","GKN"
GKY,"0","GKY"
GLA,"0","GLA"
GLD,"0","GLD"
GLF,"0","GLF"
GLH,"0","GLH"
GLI,"0","GLI"
GLJ,"0","GLJ"
GLK,"0","GLK"
GLO,"0","GLO"
GLS,"0","GLS"
GLT,"0","GLT"
GLU,"0","GLU"
GLV,"0","GLV"
GMA,"0","GMA"
GMB,"0","GMB"
GME,"0","GME"
GMJ,"0","GMJ"
GML,"0","GML"
GMP,"0","GMP"
GMR,"0","GMR"
GMU,"0","GMU"
GMZ,"0","GMZ"
GNA,"0","GNA"
GNB,"0","GNB"
GND,"0","GND"
GNI,"0","GNI"
GNM,"0","GNM"
GNS,"0","GNS"
GNT,"0","GNT"
GNV,"0","GNV"
GNY,"0","GNY"
GNZ,"0","GNZ"
GOA,"0","GOA"
GOB,"0","GOB"
GOH,"0","GOH"
GOI,"0","GOI"
GOJ,"0","GOJ"
GOM,"0","GOM"
GON,"0","GON"
GOP,"0","GOP"
GOQ,"0","GOQ"
GOR,"0","GOR"
GOT,"0","GOT"
GOU,"0","GOU"
GOV,"0","GOV"
GOY,"0","GOY"
GOZ,"0","GOZ"
GPA,"0","GPA"
GPB,"0","GPB"
GPI,"0","GPI"
GPN,"0","GPN"
GPS,"0","GPS"
GPT,"0","GPT"
GPZ,"0","GPZ"
GQQ,"0","GQQ"
GRB,"0","GRB"
GRF,"0","GRF"
GRI,"0","GRI"
GRJ,"0","GRJ"
GRK,"0","GRK"
GRM,"0","GRM"
GRO,"0","GRO"
GRP,"0","GRP"
GRQ,"0","GRQ"
GRR,"0","GRR"
GRS,"0","GRS"
GRU,"0","GRU"
GRV,"0","GRV"
GRW,"0","GRW"
GRX,"0","GRX"
GRY,"0","GRY"
GRZ,"0","GRZ"
GSB,"0","GSB"
GSE,"0","GSE"
GSO,"0","GSO"
GSP,"0","GSP"
GSQ,"0","GSQ"
GST,"0","GST"
GTB,"0","GTB"
GTE,"0","GTE"
GTF,"0","GTF"
GTI,"0","GTI"
GTO,"0","GTO"
GTR,"0","GTR"
GTU,"0","GTU"
GUA,"0","GUA"
GUB,"0","GUB"
GUC,"0","GUC"
GUI,"0","GUI"
GUL,"0","GUL"
GUM,"0","GUM"
GUP,"0","GUP"
GUQ,"0","GUQ"
GUR,"0","GUR"
GUS,"0","GUS"
GUT,"0","GUT"
GUW,"0","GUW"
GUY,"0","GUY"
GUZ,"0","GUZ"
GVA,"0","GVA"
GVL,"0","GVL"
GVN,"0","GVN"
GVQ,"0","GVQ"
GVR,"0","GVR"
GVT,"0","GVT"
GVX,"0","GVX"
GWD,"0","GWD"
GWE,"0","GWE"
GWL,"0","GWL"
GWO,"0","GWO"
GWT,"0","GWT"
GWY,"0","GWY"
GXF,"0","GXF"
GXG,"0","GXG"
GXH,"0","GXH"
GXQ,"0","GXQ"
GXY,"0","GXY"
GYA,"0","GYA"
GYD,"0","GYD"
GYE,"0","GYE"
GYH,"0","GYH"
GYI,"0","GYI"
GYL,"0","GYL"
GYM,"0","GYM"
GYN,"0","GYN"
GYS,"0","GYS"
GYU,"0","GYU"
GYY,"0","GYY"
GZA,"0","GZA"
GZM,"0","GZM"
GZO,"0","GZO"
GZP,"0","GZP"
GZT,"0","GZT"
HAA,"0","HAA"
HAC,"0","HAC"
HAD,"0","HAD"
HAF,"0","HAF"
HAH,"0","HAH"
HAJ,"0","HAJ"
HAK,"0","HAK"
HAM,"0","HAM"
HAN,"0","HAN"
HAQ,"0","HAQ"
HAS,"0","HAS"
HAU,"0","HAU"
HAV,"0","HAV"
HBA,"0","HBA"
HBE,"0","HBE"
HBG,"0","HBG"
HBI,"0","HBI"
HBR,"0","HBR"
HBT,"0","HBT"
HBX,"0","HBX"
HCJ,"0","HCJ"
HCN,"0","HCN"
HCQ,"0","HCQ"
HCR,"0","HCR"
HDD,"0","HDD"
HDE,"0","HDE"
HDF,"0","HDF"
HDG,"0","HDG"
HDH,"0","HDH"
HDI,"0","HDI"
HDM,"0","HDM"
HDN,"0","HDN"
HDO,"0","HDO"
HDS,"0","HDS"
HDY,"0","HDY"
HEA,"0","HEA"
HEH,"0","HEH"
HEI,"0","HEI"
HEK,"0","HEK"
HEL,"0","HEL"
HEM,"0","HEM"
HEN,"0","HEN"
HER,"0","HER"
HET,"0","HET"
HEW,"0","HEW"
HEX,"0","HEX"
HFA,"0","HFA"
HFD,"0","HFD"
HFE,"0","HFE"
HFN,"0","HFN"
HFS,"0","HFS"
HFT,"0","HFT"
HGA,"0","HGA"
HGD,"0","HGD"
HGH,"0","HGH"
HGL,"0","HGL"
HGN,"0","HGN"
HGO,"0","HGO"
HGR,"0","HGR"
HGS,"0","HGS"
HGU,"0","HGU"
HHH,"0","HHH"
HHI,"0","HHI"
HHN,"0","HHN"
HHQ,"0","HHQ"
HHR,"0","HHR"
HIB,"0","HIB"
HID,"0","HID"
HIF,"0","HIF"
HII,"0","HII"
HIJ,"0","HIJ"
HIM,"0","HIM"
HIN,"0","HIN"
HIO,"0","HIO"
HIR,"0","HIR"
HIS,"0","HIS"
HIW,"0","HIW"
HJJ,"0","HJJ"
HJR,"0","HJR"
HKB,"0","HKB"
HKD,"0","HKD"
HKG,"0","HKG"
HKK,"0","HKK"
HKN,"0","HKN"
HKT,"0","HKT"
HKY,"0","HKY"
HLA,"0","HLA"
HLD,"0","HLD"
HLF,"0","HLF"
HLG,"0","HLG"
HLH,"0","HLH"
HLJ,"0","HLJ"
HLN,"0","HLN"
HLP,"0","HLP"
HLR,"0","HLR"
HLT,"0","HLT"
HLZ,"0","HLZ"
HMA,"0","HMA"
HMB,"0","HMB"
HME,"0","HME"
HMI,"0","HMI"
HMJ,"0","HMJ"
HMN,"0","HMN"
HMO,"0","HMO"
HMR,"0","HMR"
HMV,"0","HMV"
HNA,"0","HNA"
HND,"0","HND"
HNH,"0","HNH"
HNL,"0","HNL"
HNM,"0","HNM"
HNS,"0","HNS"
HNY,"0","HNY"
HNZ,"0","HNZ"
HOA,"0","HOA"
HOB,"0","HOB"
HOD,"0","HOD"
HOF,"0","HOF"
HOG,"0","HOG"
HOI,"0","HOI"
HOJ,"0","HOJ"
HOK,"0","HOK"
HOM,"0","HOM"
HON,"0","HON"
HOP,"0","HOP"
HOQ,"0","HOQ"
HOR,"0","HOR"
HOT,"0","HOT"
HOU,"0","HOU"
HOV,"0","HOV"
HPA,"0","HPA"
HPB,"0","HPB"
HPG,"0","HPG"
HPH,"0","HPH"
HPN,"0","HPN"
HQM,"0","HQM"
HQU,"0","HQU"
HRB,"0","HRB"
HRE,"0","HRE"
HRG,"0","HRG"
HRI,"0","HRI"
HRK,"0","HRK"
HRL,"0","HRL"
HRM,"0","HRM"
HRO,"0","HRO"
HRT,"0","HRT"
HSG,"0","HSG"
HSH,"0","HSH"
HSK,"0","HSK"
HSL,"0","HSL"
HSM,"0","HSM"
HSN,"0","HSN"
HST,"0","HST"
HSV,"0","HSV"
HTA,"0","HTA"
HTG,"0","HTG"
HTI,"0","HTI"
HTL,"0","HTL"
HTN,"0","HTN"
HTR,"0","HTR"
HTS,"0","HTS"
HTT,"0","HTT"
HTV,"0","HTV"
HTY,"0","HTY"
HUA,"0","HUA"
HUE,"0","HUE"
HUF,"0","HUF"
HUH,"0","HUH"
HUI,"0","HUI"
HUL,"0","HUL"
HUN,"0","HUN"
HUS,"0","HUS"
HUT,"0","HUT"
HUU,"0","HUU"
HUV,"0","HUV"
HUW,"0","HUW"
HUX,"0","HUX"
HUY,"0","HUY"
HVA,"0","HVA"
HVB,"0","HVB"
HVD,"0","HVD"
HVG,"0","HVG"
HVN,"0","HVN"
HVR,"0","HVR"
HVS,"0","HVS"
HWD,"0","HWD"
HWO,"0","HWO"
HYA,"0","HYA"
HYG,"0","HYG"
HYI,"0","HYI"
HYN,"0","HYN"
HYR,"0","HYR"
HYS,"0","HYS"
HYV,"0","HYV"
HYW,"0","HYW"
HZG,"0","HZG"
HZH,"0","HZH"
HZK,"0","HZK"
HZL,"0","HZL"
HZP,"0","HZP"
I16,"0","I16"
IAA,"0","IAA"
IAB,"0","IAB"
IAD,"0","IAD"
IAG,"0","IAG"
IAH,"0","IAH"
IAM,"0","IAM"
IAN,"0","IAN"
IAO,"0","IAO"
IAR,"0","IAR"
IAS,"0","IAS"
IBA,"0","IBA"
IBE,"0","IBE"
IBR,"0","IBR"
IBZ,"0","IBZ"
ICI,"0","ICI"
ICK,"0","ICK"
ICN,"0","ICN"
ICT,"0","ICT"
IDA,"0","IDA"
IDL,"0","IDL"
IDP,"0","IDP"
IDR,"0","IDR"
IDY,"0","IDY"
IEG,"0","IEG"
IEJ,"0","IEJ"
IEO,"0","IEO"
IEV,"0","IEV"
IFJ,"0","IFJ"
IFL,"0","IFL"
IFN,"0","IFN"
IFO,"0","IFO"
IFU,"0","IFU"
IGA,"0","IGA"
IGB,"0","IGB"
IGG,"0","IGG"
IGL,"0","IGL"
IGQ,"0","IGQ"
IGR,"0","IGR"
IGS,"0","IGS"
IGT,"0","IGT"
IGU,"0","IGU"
IGX,"0","IGX"
IIA,"0","IIA"
IIL,"0","IIL"
IJD,"0","IJD"
IJK,"0","IJK"
IKA,"0","IKA"
IKI,"0","IKI"
IKK,"0","IKK"
IKL,"0","IKL"
IKS,"0","IKS"
IKT,"0","IKT"
IKU,"0","IKU"
IKV,"0","IKV"
ILD,"0","ILD"
ILF,"0","ILF"
ILG,"0","ILG"
ILI,"0","ILI"
ILM,"0","ILM"
ILN,"0","ILN"
ILO,"0","ILO"
ILP,"0","ILP"
ILR,"0","ILR"
ILU,"0","ILU"
ILY,"0","ILY"
ILZ,"0","ILZ"
IMB,"0","IMB"
IMF,"0","IMF"
IMK,"0","IMK"
IMM,"0","IMM"
IMP,"0","IMP"
IMT,"0","IMT"
INA,"0","INA"
INC,"0","INC"
IND,"0","IND"
ING,"0","ING"
INH,"0","INH"
INI,"0","INI"
INJ,"0","INJ"
INK,"0","INK"
INL,"0","INL"
INN,"0","INN"
INO,"0","INO"
INQ,"0","INQ"
INS,"0","INS"
INT,"0","INT"
INU,"0","INU"
INV,"0","INV"
INW,"0","INW"
INZ,"0","INZ"
IOA,"0","IOA"
IOB,"0","IOB"
IOM,"0","IOM"
IOR,"0","IOR"
IOS,"0","IOS"
IOW,"0","IOW"
IPA,"0","IPA"
IPC,"0","IPC"
IPH,"0","IPH"
IPI,"0","IPI"
IPL,"0","IPL"
IPN,"0","IPN"
IPT,"0","IPT"
IQM,"0","IQM"
IQN,"0","IQN"
IQQ,"0","IQQ"
IQT,"0","IQT"
IRA,"0","IRA"
IRC,"0","IRC"
IRD,"0","IRD"
IRG,"0","IRG"
IRI,"0","IRI"
IRJ,"0","IRJ"
IRK,"0","IRK"
IRP,"0","IRP"
IRZ,"0","IRZ"
ISA,"0","ISA"
ISB,"0","ISB"
ISC,"0","ISC"
ISE,"0","ISE"
ISG,"0","ISG"
ISJ,"0","ISJ"
ISK,"0","ISK"
ISM,"0","ISM"
ISN,"0","ISN"
ISO,"0","ISO"
ISP,"0","ISP"
IST,"0","IST"
ISU,"0","ISU"
ISW,"0","ISW"
ITB,"0","ITB"
ITH,"0","ITH"
ITM,"0","ITM"
ITO,"0","ITO"
ITP,"0","ITP"
IUD,"0","IUD"
IUE,"0","IUE"
IVA,"0","IVA"
IVC,"0","IVC"
IVL,"0","IVL"
IVR,"0","IVR"
IWA,"0","IWA"
IWJ,"0","IWJ"
IWO,"0","IWO"
IWS,"0","IWS"
IXA,"0","IXA"
IXB,"0","IXB"
IXC,"0","IXC"
IXD,"0","IXD"
IXE,"0","IXE"
IXG,"0","IXG"
IXH,"0","IXH"
IXI,"0","IXI"
IXJ,"0","IXJ"
IXK,"0","IXK"
IXL,"0","IXL"
IXM,"0","IXM"
IXR,"0","IXR"
IXS,"0","IXS"
IXT,"0","IXT"
IXU,"0","IXU"
IXW,"0","IXW"
IXY,"0","IXY"
IXZ,"0","IXZ"
IYK,"0","IYK"
IZA,"0","IZA"
IZG,"0","IZG"
IZO,"0","IZO"
JAA,"0","JAA"
JAB,"0","JAB"
JAC,"0","JAC"
JAD,"0","JAD"
JAE,"0","JAE"
JAF,"0","JAF"
JAI,"0","JAI"
JAL,"0","JAL"
JAN,"0","JAN"
JAS,"0","JAS"
JAV,"0","JAV"
JAX,"0","JAX"
JBQ,"0","JBQ"
JBR,"0","JBR"
JCB,"0","JCB"
JCH,"0","JCH"
JCI,"0","JCI"
JCK,"0","JCK"
JCT,"0","JCT"
JDF,"0","JDF"
JDH,"0","JDH"
JDO,"0","JDO"
JDZ,"0","JDZ"
JED,"0","JED"
JEE,"0","JEE"
JEF,"0","JEF"
JEG,"0","JEG"
JER,"0","JER"
JES,"0","JES"
JFK,"0","JFK"
JFR,"0","JFR"
JGA,"0","JGA"
JGG,"0","JGG"
JGN,"0","JGN"
JGO,"0","JGO"
JHB,"0","JHB"
JHG,"0","JHG"
JHM,"0","JHM"
JHQ,"0","JHQ"
JHS,"0","JHS"
JHW,"0","JHW"
JIA,"0","JIA"
JIB,"0","JIB"
JIJ,"0","JIJ"
JIK,"0","JIK"
JIM,"0","JIM"
JIU,"0","JIU"
JIW,"0","JIW"
JJI,"0","JJI"
JJN,"0","JJN"
JJU,"0","JJU"
JKA,"0","JKA"
JKG,"0","JKG"
JKH,"0","JKH"
JKL,"0","JKL"
JLD,"0","JLD"
JLN,"0","JLN"
JLR,"0","JLR"
JMK,"0","JMK"
JMO,"0","JMO"
JMS,"0","JMS"
JMU,"0","JMU"
JNB,"0","JNB"
JNG,"0","JNG"
JNN,"0","JNN"
JNS,"0","JNS"
JNU,"0","JNU"
JNX,"0","JNX"
JNZ,"0","JNZ"
JOE,"0","JOE"
JOG,"0","JOG"
JOI,"0","JOI"
JOK,"0","JOK"
JOL,"0","JOL"
JON,"0","JON"
JOS,"0","JOS"
JOT,"0","JOT"
JPA,"0","JPA"
JPR,"0","JPR"
JQA,"0","JQA"
JQE,"0","JQE"
JRH,"0","JRH"
JRN,"0","JRN"
JRO,"0","JRO"
JSA,"0","JSA"
JSH,"0","JSH"
JSI,"0","JSI"
JSM,"0","JSM"
JSR,"0","JSR"
JST,"0","JST"
JSU,"0","JSU"
JSV,"0","JSV"
JSY,"0","JSY"
JTC,"0","JTC"
JTR,"0","JTR"
JTY,"0","JTY"
JUA,"0","JUA"
JUB,"0","JUB"
JUI,"0","JUI"
JUJ,"0","JUJ"
JUL,"0","JUL"
JUM,"0","JUM"
JUV,"0","JUV"
JUZ,"0","JUZ"
JVA,"0","JVA"
JVL,"0","JVL"
JWA,"0","JWA"
JXA,"0","JXA"
JXN,"0","JXN"
JYL,"0","JYL"
JYO,"0","JYO"
JYV,"0","JYV"
JZH,"0","JZH"
JZI,"0","JZI"
JZP,"0","JZP"
K83,"0","K83"
KAA,"0","KAA"
KAB,"0","KAB"
KAC,"0","KAC"
KAD,"0","KAD"
KAG,"0","KAG"
KAI,"0","KAI"
KAJ,"0","KAJ"
KAL,"0","KAL"
KAN,"0","KAN"
KAO,"0","KAO"
KAR,"0","KAR"
KAT,"0","KAT"
KAU,"0","KAU"
KAW,"0","KAW"
KAX,"0","KAX"
KAZ,"0","KAZ"
KBL,"0","KBL"
KBN,"0","KBN"
KBP,"0","KBP"
KBR,"0","KBR"
KBS,"0","KBS"
KBV,"0","KBV"
KBZ,"0","KBZ"
KCA,"0","KCA"
KCH,"0","KCH"
KCM,"0","KCM"
KCT,"0","KCT"
KCZ,"0","KCZ"
KDD,"0","KDD"
KDH,"0","KDH"
KDI,"0","KDI"
KDL,"0","KDL"
KDM,"0","KDM"
KDO,"0","KDO"
KDU,"0","KDU"
KDV,"0","KDV"
KED,"0","KED"
KEF,"0","KEF"
KEJ,"0","KEJ"
KEL,"0","KEL"
KEM,"0","KEM"
KEN,"0","KEN"
KEP,"0","KEP"
KER,"0","KER"
KES,"0","KES"
KET,"0","KET"
KEV,"0","KEV"
KEW,"0","KEW"
KEY,"0","KEY"
KFA,"0","KFA"
KFE,"0","KFE"
KFG,"0","KFG"
KFP,"0","KFP"
KFS,"0","KFS"
KGA,"0","KGA"
KGC,"0","KGC"
KGD,"0","KGD"
KGE,"0","KGE"
KGF,"0","KGF"
KGG,"0","KGG"
KGI,"0","KGI"
KGJ,"0","KGJ"
KGK,"0","KGK"
KGL,"0","KGL"
KGN,"0","KGN"
KGO,"0","KGO"
KGP,"0","KGP"
KGS,"0","KGS"
KHC,"0","KHC"
KHD,"0","KHD"
KHE,"0","KHE"
KHG,"0","KHG"
KHH,"0","KHH"
KHI,"0","KHI"
KHM,"0","KHM"
KHN,"0","KHN"
KHS,"0","KHS"
KHT,"0","KHT"
KHV,"0","KHV"
KHW,"0","KHW"
KID,"0","KID"
KIE,"0","KIE"
KIF,"0","KIF"
KIH,"0","KIH"
KIJ,"0","KIJ"
