lemma,"poscode","surface"
KIK,"0","KIK"
KIM,"0","KIM"
KIN,"0","KIN"
KIO,"0","KIO"
KIR,"0","KIR"
KIS,"0","KIS"
KIT,"0","KIT"
KIV,"0","KIV"
KIW,"0","KIW"
KIX,"0","KIX"
KJA,"0","KJA"
KJH,"0","KJH"
KJI,"0","KJI"
KJP,"0","KJP"
KKA,"0","KKA"
KKC,"0","KKC"
KKE,"0","KKE"
KKH,"0","KKH"
KKJ,"0","KKJ"
KKN,"0","KKN"
KKR,"0","KKR"
KKW,"0","KKW"
KKX,"0","KKX"
KLC,"0","KLC"
KLD,"0","KLD"
KLF,"0","KLF"
KLG,"0","KLG"
KLH,"0","KLH"
KLN,"0","KLN"
KLO,"0","KLO"
KLR,"0","KLR"
KLS,"0","KLS"
KLU,"0","KLU"
KLV,"0","KLV"
KLW,"0","KLW"
KLX,"0","KLX"
KLZ,"0","KLZ"
KM8,"0","KM8"
KMA,"0","KMA"
KME,"0","KME"
KMG,"0","KMG"
KMH,"0","KMH"
KMI,"0","KMI"
KMJ,"0","KMJ"
KMN,"0","KMN"
KMO,"0","KMO"
KMP,"0","KMP"
KMQ,"0","KMQ"
KMS,"0","KMS"
KMU,"0","KMU"
KMV,"0","KMV"
KMW,"0","KMW"
KND,"0","KND"
KNF,"0","KNF"
KNG,"0","KNG"
KNH,"0","KNH"
KNO,"0","KNO"
KNQ,"0","KNQ"
KNR,"0","KNR"
KNS,"0","KNS"
KNU,"0","KNU"
KNW,"0","KNW"
KNX,"0","KNX"
KOA,"0","KOA"
KOC,"0","KOC"
KOE,"0","KOE"
KOI,"0","KOI"
KOJ,"0","KOJ"
KOK,"0","KOK"
KOO,"0","KOO"
KOP,"0","KOP"
KOS,"0","KOS"
KOT,"0","KOT"
KOU,"0","KOU"
KOV,"0","KOV"
KOW,"0","KOW"
KOX,"0","KOX"
KPN,"0","KPN"
KPO,"0","KPO"
KPV,"0","KPV"
KQA,"0","KQA"
KRB,"0","KRB"
KRF,"0","KRF"
KRH,"0","KRH"
KRI,"0","KRI"
KRK,"0","KRK"
KRL,"0","KRL"
KRN,"0","KRN"
KRO,"0","KRO"
KRP,"0","KRP"
KRQ,"0","KRQ"
KRR,"0","KRR"
KRS,"0","KRS"
KRT,"0","KRT"
KRW,"0","KRW"
KRY,"0","KRY"
KRZ,"0","KRZ"
KSA,"0","KSA"
KSC,"0","KSC"
KSD,"0","KSD"
KSF,"0","KSF"
KSH,"0","KSH"
KSI,"0","KSI"
KSJ,"0","KSJ"
KSK,"0","KSK"
KSL,"0","KSL"
KSM,"0","KSM"
KSN,"0","KSN"
KSO,"0","KSO"
KSQ,"0","KSQ"
KSS,"0","KSS"
KSU,"0","KSU"
KSY,"0","KSY"
KSZ,"0","KSZ"
KTA,"0","KTA"
KTD,"0","KTD"
KTE,"0","KTE"
KTF,"0","KTF"
KTG,"0","KTG"
KTI,"0","KTI"
KTL,"0","KTL"
KTM,"0","KTM"
KTN,"0","KTN"
KTP,"0","KTP"
KTR,"0","KTR"
KTS,"0","KTS"
KTT,"0","KTT"
KTU,"0","KTU"
KTW,"0","KTW"
KUA,"0","KUA"
KUC,"0","KUC"
KUD,"0","KUD"
KUF,"0","KUF"
KUG,"0","KUG"
KUH,"0","KUH"
KUK,"0","KUK"
KUL,"0","KUL"
KUM,"0","KUM"
KUN,"0","KUN"
KUO,"0","KUO"
KUT,"0","KUT"
KUU,"0","KUU"
KUV,"0","KUV"
KVA,"0","KVA"
KVB,"0","KVB"
KVC,"0","KVC"
KVD,"0","KVD"
KVG,"0","KVG"
KVK,"0","KVK"
KVL,"0","KVL"
KVM,"0","KVM"
KVX,"0","KVX"
KWA,"0","KWA"
KWB,"0","KWB"
KWE,"0","KWE"
KWG,"0","KWG"
KWI,"0","KWI"
KWJ,"0","KWJ"
KWK,"0","KWK"
KWL,"0","KWL"
KWM,"0","KWM"
KWN,"0","KWN"
KWT,"0","KWT"
KWZ,"0","KWZ"
KXF,"0","KXF"
KXK,"0","KXK"
KYA,"0","KYA"
KYD,"0","KYD"
KYK,"0","KYK"
KYP,"0","KYP"
KYS,"0","KYS"
KYU,"0","KYU"
KYZ,"0","KYZ"
KZI,"0","KZI"
KZN,"0","KZN"
KZO,"0","KZO"
KZR,"0","KZR"
KZS,"0","KZS"
LAA,"0","LAA"
LAD,"0","LAD"
LAE,"0","LAE"
LAF,"0","LAF"
LAI,"0","LAI"
LAK,"0","LAK"
LAL,"0","LAL"
LAM,"0","LAM"
LAN,"0","LAN"
LAO,"0","LAO"
LAP,"0","LAP"
LAQ,"0","LAQ"
LAR,"0","LAR"
LAS,"0","LAS"
LAU,"0","LAU"
LAW,"0","LAW"
LAX,"0","LAX"
LAY,"0","LAY"
LAZ,"0","LAZ"
LBA,"0","LBA"
LBB,"0","LBB"
LBC,"0","LBC"
LBD,"0","LBD"
LBE,"0","LBE"
LBF,"0","LBF"
LBG,"0","LBG"
LBI,"0","LBI"
LBJ,"0","LBJ"
LBL,"0","LBL"
LBQ,"0","LBQ"
LBR,"0","LBR"
LBS,"0","LBS"
LBT,"0","LBT"
LBU,"0","LBU"
LBV,"0","LBV"
LBW,"0","LBW"
LBX,"0","LBX"
LBZ,"0","LBZ"
LCA,"0","LCA"
LCC,"0","LCC"
LCE,"0","LCE"
LCG,"0","LCG"
LCH,"0","LCH"
LCJ,"0","LCJ"
LCK,"0","LCK"
LCL,"0","LCL"
LCQ,"0","LCQ"
LCX,"0","LCX"
LCY,"0","LCY"
LDB,"0","LDB"
LDE,"0","LDE"
LDG,"0","LDG"
LDH,"0","LDH"
LDI,"0","LDI"
LDJ,"0","LDJ"
LDK,"0","LDK"
LDM,"0","LDM"
LDN,"0","LDN"
LDS,"0","LDS"
LDU,"0","LDU"
LDX,"0","LDX"
LDY,"0","LDY"
LEA,"0","LEA"
LEB,"0","LEB"
LEC,"0","LEC"
LED,"0","LED"
LEE,"0","LEE"
LEH,"0","LEH"
LEI,"0","LEI"
LEJ,"0","LEJ"
LEK,"0","LEK"
LEL,"0","LEL"
LEN,"0","LEN"
LEQ,"0","LEQ"
LER,"0","LER"
LET,"0","LET"
LEU,"0","LEU"
LEV,"0","LEV"
LEW,"0","LEW"
LEX,"0","LEX"
LEY,"0","LEY"
LFI,"0","LFI"
LFK,"0","LFK"
LFR,"0","LFR"
LFT,"0","LFT"
LFW,"0","LFW"
LGA,"0","LGA"
LGB,"0","LGB"
LGC,"0","LGC"
LGD,"0","LGD"
LGG,"0","LGG"
LGH,"0","LGH"
LGI,"0","LGI"
LGK,"0","LGK"
LGL,"0","LGL"
LGO,"0","LGO"
LGP,"0","LGP"
LGR,"0","LGR"
LGS,"0","LGS"
LGU,"0","LGU"
LGW,"0","LGW"
LHA,"0","LHA"
LHC,"0","LHC"
LHD,"0","LHD"
LHE,"0","LHE"
LHG,"0","LHG"
LHK,"0","LHK"
LHM,"0","LHM"
LHR,"0","LHR"
LHS,"0","LHS"
LHV,"0","LHV"
LHW,"0","LHW"
LHX,"0","LHX"
LID,"0","LID"
LIF,"0","LIF"
LIG,"0","LIG"
LIH,"0","LIH"
LII,"0","LII"
LIL,"0","LIL"
LIM,"0","LIM"
LIN,"0","LIN"
LIO,"0","LIO"
LIP,"0","LIP"
LIQ,"0","LIQ"
LIR,"0","LIR"
LIS,"0","LIS"
LIT,"0","LIT"
LIW,"0","LIW"
LIX,"0","LIX"
LJA,"0","LJA"
LJG,"0","LJG"
LJU,"0","LJU"
LKB,"0","LKB"
LKG,"0","LKG"
LKH,"0","LKH"
LKL,"0","LKL"
LKN,"0","LKN"
LKO,"0","LKO"
LKP,"0","LKP"
LKS,"0","LKS"
LKY,"0","LKY"
LLA,"0","LLA"
LLF,"0","LLF"
LLI,"0","LLI"
LLK,"0","LLK"
LLQ,"0","LLQ"
LLU,"0","LLU"
LLW,"0","LLW"
LME,"0","LME"
LMM,"0","LMM"
LMN,"0","LMN"
LMO,"0","LMO"
LMP,"0","LMP"
LMR,"0","LMR"
LMT,"0","LMT"
LNA,"0","LNA"
LNB,"0","LNB"
LND,"0","LND"
LNE,"0","LNE"
LNK,"0","LNK"
LNN,"0","LNN"
LNO,"0","LNO"
LNR,"0","LNR"
LNS,"0","LNS"
LNY,"0","LNY"
LNZ,"0","LNZ"
LOD,"0","LOD"
LOE,"0","LOE"
LOH,"0","LOH"
LOK,"0","LOK"
LOL,"0","LOL"
LOO,"0","LOO"
LOP,"0","LOP"
LOS,"0","LOS"
LOT,"0","LOT"
LOU,"0","LOU"
LOV,"0","LOV"
LOZ,"0","LOZ"
LPA,"0","LPA"
LPB,"0","LPB"
LPC,"0","LPC"
LPD,"0","LPD"
LPG,"0","LPG"
LPI,"0","LPI"
LPK,"0","LPK"
LPL,"0","LPL"
LPM,"0","LPM"
LPP,"0","LPP"
LPQ,"0","LPQ"
LPR,"0","LPR"
LPS,"0","LPS"
LPT,"0","LPT"
LPU,"0","LPU"
LPX,"0","LPX"
LPY,"0","LPY"
LQM,"0","LQM"
LQR,"0","LQR"
LRA,"0","LRA"
LRD,"0","LRD"
LRE,"0","LRE"
LRF,"0","LRF"
LRH,"0","LRH"
LRL,"0","LRL"
LRM,"0","LRM"
LRO,"0","LRO"
LRR,"0","LRR"
LRS,"0","LRS"
LRT,"0","LRT"
LRU,"0","LRU"
LRV,"0","LRV"
LSC,"0","LSC"
LSE,"0","LSE"
LSF,"0","LSF"
LSH,"0","LSH"
LSI,"0","LSI"
LSP,"0","LSP"
LSQ,"0","LSQ"
LSS,"0","LSS"
LST,"0","LST"
LSV,"0","LSV"
LSW,"0","LSW"
LSY,"0","LSY"
LSZ,"0","LSZ"
LTA,"0","LTA"
LTD,"0","LTD"
LTI,"0","LTI"
LTK,"0","LTK"
LTM,"0","LTM"
LTN,"0","LTN"
LTO,"0","LTO"
LTQ,"0","LTQ"
LTS,"0","LTS"
LTT,"0","LTT"
LTX,"0","LTX"
LUA,"0","LUA"
LUD,"0","LUD"
LUF,"0","LUF"
LUG,"0","LUG"
LUH,"0","LUH"
LUK,"0","LUK"
LUM,"0","LUM"
LUN,"0","LUN"
LUO,"0","LUO"
LUP,"0","LUP"
LUQ,"0","LUQ"
LUR,"0","LUR"
LUV,"0","LUV"
LUW,"0","LUW"
LUX,"0","LUX"
LVA,"0","LVA"
LVI,"0","LVI"
LVK,"0","LVK"
LVM,"0","LVM"
LVO,"0","LVO"
LVR,"0","LVR"
LVS,"0","LVS"
LWA,"0","LWA"
LWB,"0","LWB"
LWC,"0","LWC"
LWK,"0","LWK"
LWM,"0","LWM"
LWN,"0","LWN"
LWO,"0","LWO"
LWR,"0","LWR"
LWS,"0","LWS"
LWT,"0","LWT"
LWY,"0","LWY"
LXA,"0","LXA"
LXG,"0","LXG"
LXN,"0","LXN"
LXR,"0","LXR"
LXS,"0","LXS"
LYA,"0","LYA"
LYB,"0","LYB"
LYC,"0","LYC"
LYE,"0","LYE"
LYG,"0","LYG"
LYH,"0","LYH"
LYI,"0","LYI"
LYM,"0","LYM"
LYN,"0","LYN"
LYP,"0","LYP"
LYR,"0","LYR"
LYS,"0","LYS"
LYU,"0","LYU"
LYX,"0","LYX"
LZC,"0","LZC"
LZH,"0","LZH"
LZN,"0","LZN"
LZO,"0","LZO"
LZR,"0","LZR"
LZU,"0","LZU"
LZY,"0","LZY"
LZZ,"0","LZZ"
M94,"0","M94"
MAA,"0","MAA"
MAB,"0","MAB"
MAD,"0","MAD"
MAE,"0","MAE"
MAF,"0","MAF"
MAG,"0","MAG"
MAH,"0","MAH"
MAI,"0","MAI"
MAJ,"0","MAJ"
MAK,"0","MAK"
MAM,"0","MAM"
MAN,"0","MAN"
MAO,"0","MAO"
MAQ,"0","MAQ"
MAR,"0","MAR"
MAS,"0","MAS"
MAT,"0","MAT"
MAU,"0","MAU"
MAX,"0","MAX"
MAZ,"0","MAZ"
MBA,"0","MBA"
MBD,"0","MBD"
MBE,"0","MBE"
MBG,"0","MBG"
MBH,"0","MBH"
MBI,"0","MBI"
MBJ,"0","MBJ"
MBL,"0","MBL"
MBS,"0","MBS"
MBT,"0","MBT"
MBU,"0","MBU"
MBW,"0","MBW"
MBX,"0","MBX"
MBZ,"0","MBZ"
MCB,"0","MCB"
MCC,"0","MCC"
MCE,"0","MCE"
MCF,"0","MCF"
MCG,"0","MCG"
MCH,"0","MCH"
MCI,"0","MCI"
MCK,"0","MCK"
MCL,"0","MCL"
MCN,"0","MCN"
MCO,"0","MCO"
MCP,"0","MCP"
MCT,"0","MCT"
MCU,"0","MCU"
MCV,"0","MCV"
MCW,"0","MCW"
MCX,"0","MCX"
MCY,"0","MCY"
MCZ,"0","MCZ"
MDC,"0","MDC"
MDE,"0","MDE"
MDG,"0","MDG"
MDH,"0","MDH"
MDI,"0","MDI"
MDK,"0","MDK"
MDL,"0","MDL"
MDO,"0","MDO"
MDQ,"0","MDQ"
MDS,"0","MDS"
MDT,"0","MDT"
MDU,"0","MDU"
MDW,"0","MDW"
MDY,"0","MDY"
MDZ,"0","MDZ"
MEA,"0","MEA"
MEB,"0","MEB"
MEC,"0","MEC"
MED,"0","MED"
MEE,"0","MEE"
MEG,"0","MEG"
MEH,"0","MEH"
MEI,"0","MEI"
MEJ,"0","MEJ"
MEK,"0","MEK"
MEL,"0","MEL"
MEM,"0","MEM"
MEN,"0","MEN"
MEO,"0","MEO"
MEQ,"0","MEQ"
MER,"0","MER"
MES,"0","MES"
MEX,"0","MEX"
MEY,"0","MEY"
MEZ,"0","MEZ"
MFA,"0","MFA"
MFD,"0","MFD"
MFE,"0","MFE"
MFG,"0","MFG"
MFI,"0","MFI"
MFJ,"0","MFJ"
MFK,"0","MFK"
MFM,"0","MFM"
MFN,"0","MFN"
MFQ,"0","MFQ"
MFR,"0","MFR"
MFU,"0","MFU"
MFX,"0","MFX"
MGA,"0","MGA"
MGB,"0","MGB"
MGC,"0","MGC"
MGE,"0","MGE"
MGF,"0","MGF"
MGH,"0","MGH"
MGJ,"0","MGJ"
MGL,"0","MGL"
MGM,"0","MGM"
MGN,"0","MGN"
MGQ,"0","MGQ"
MGS,"0","MGS"
MGT,"0","MGT"
MGW,"0","MGW"
MGY,"0","MGY"
MGZ,"0","MGZ"
MHA,"0","MHA"
MHC,"0","MHC"
MHD,"0","MHD"
MHG,"0","MHG"
MHH,"0","MHH"
MHK,"0","MHK"
MHM,"0","MHM"
MHP,"0","MHP"
MHQ,"0","MHQ"
MHR,"0","MHR"
MHT,"0","MHT"
MHU,"0","MHU"
MHV,"0","MHV"
MHX,"0","MHX"
MHZ,"0","MHZ"
MIA,"0","MIA"
MIB,"0","MIB"
MIC,"0","MIC"
MID,"0","MID"
MIE,"0","MIE"
MIG,"0","MIG"
MII,"0","MII"
MIJ,"0","MIJ"
MIK,"0","MIK"
MIM,"0","MIM"
MIR,"0","MIR"
MIS,"0","MIS"
MIU,"0","MIU"
MIV,"0","MIV"
MJA,"0","MJA"
MJC,"0","MJC"
MJD,"0","MJD"
MJF,"0","MJF"
MJI,"0","MJI"
MJK,"0","MJK"
MJL,"0","MJL"
MJM,"0","MJM"
MJN,"0","MJN"
MJT,"0","MJT"
MJV,"0","MJV"
MJZ,"0","MJZ"
MKC,"0","MKC"
MKE,"0","MKE"
MKG,"0","MKG"
MKK,"0","MKK"
MKL,"0","MKL"
MKM,"0","MKM"
MKO,"0","MKO"
MKP,"0","MKP"
MKQ,"0","MKQ"
MKR,"0","MKR"
MKS,"0","MKS"
MKT,"0","MKT"
MKU,"0","MKU"
MKW,"0","MKW"
MKY,"0","MKY"
MKZ,"0","MKZ"
MLA,"0","MLA"
MLB,"0","MLB"
MLC,"0","MLC"
MLD,"0","MLD"
MLE,"0","MLE"
MLG,"0","MLG"
MLI,"0","MLI"
MLJ,"0","MLJ"
MLL,"0","MLL"
MLM,"0","MLM"
MLN,"0","MLN"
MLO,"0","MLO"
MLS,"0","MLS"
MLT,"0","MLT"
MLU,"0","MLU"
MLW,"0","MLW"
MLX,"0","MLX"
MLY,"0","MLY"
MLZ,"0","MLZ"
MMB,"0","MMB"
MMD,"0","MMD"
MME,"0","MME"
MMG,"0","MMG"
MMH,"0","MMH"
MMI,"0","MMI"
MMJ,"0","MMJ"
MMK,"0","MMK"
MMO,"0","MMO"
MMT,"0","MMT"
MMU,"0","MMU"
MMV,"0","MMV"
MMX,"0","MMX"
MMY,"0","MMY"
MMZ,"0","MMZ"
MNA,"0","MNA"
MNB,"0","MNB"
MNC,"0","MNC"
MNF,"0","MNF"
MNG,"0","MNG"
MNI,"0","MNI"
MNJ,"0","MNJ"
MNK,"0","MNK"
MNL,"0","MNL"
MNM,"0","MNM"
MNU,"0","MNU"
MNX,"0","MNX"
MNY,"0","MNY"
MNZ,"0","MNZ"
MOA,"0","MOA"
MOB,"0","MOB"
MOC,"0","MOC"
MOD,"0","MOD"
MOF,"0","MOF"
MOG,"0","MOG"
MOI,"0","MOI"
MOL,"0","MOL"
MON,"0","MON"
MOO,"0","MOO"
MOQ,"0","MOQ"
MOT,"0","MOT"
MOU,"0","MOU"
MOV,"0","MOV"
MOZ,"0","MOZ"
MPA,"0","MPA"
MPD,"0","MPD"
MPH,"0","MPH"
MPK,"0","MPK"
MPL,"0","MPL"
MPM,"0","MPM"
MPN,"0","MPN"
MPO,"0","MPO"
MPR,"0","MPR"
MPV,"0","MPV"
MPW,"0","MPW"
MPY,"0","MPY"
MQC,"0","MQC"
MQF,"0","MQF"
MQH,"0","MQH"
MQL,"0","MQL"
MQM,"0","MQM"
MQN,"0","MQN"
MQP,"0","MQP"
MQQ,"0","MQQ"
MQS,"0","MQS"
MQT,"0","MQT"
MQX,"0","MQX"
MQZ,"0","MQZ"
MRB,"0","MRB"
MRD,"0","MRD"
MRE,"0","MRE"
MRF,"0","MRF"
MRI,"0","MRI"
MRK,"0","MRK"
MRN,"0","MRN"
MRO,"0","MRO"
MRQ,"0","MRQ"
MRS,"0","MRS"
MRT,"0","MRT"
MRU,"0","MRU"
MRV,"0","MRV"
MRX,"0","MRX"
MRY,"0","MRY"
MRZ,"0","MRZ"
MSA,"0","MSA"
MSE,"0","MSE"
MSH,"0","MSH"
MSI,"0","MSI"
MSJ,"0","MSJ"
MSL,"0","MSL"
MSN,"0","MSN"
MSO,"0","MSO"
MSP,"0","MSP"
MSQ,"0","MSQ"
MSR,"0","MSR"
MSS,"0","MSS"
MST,"0","MST"
MSU,"0","MSU"
MSW,"0","MSW"
MSY,"0","MSY"
MSZ,"0","MSZ"
MTC,"0","MTC"
MTF,"0","MTF"
MTH,"0","MTH"
MTJ,"0","MTJ"
MTK,"0","MTK"
MTL,"0","MTL"
MTM,"0","MTM"
MTN,"0","MTN"
MTP,"0","MTP"
MTR,"0","MTR"
MTS,"0","MTS"
MTT,"0","MTT"
MTV,"0","MTV"
MTY,"0","MTY"
MUA,"0","MUA"
MUB,"0","MUB"
MUC,"0","MUC"
MUE,"0","MUE"
MUH,"0","MUH"
MUI,"0","MUI"
MUK,"0","MUK"
MUN,"0","MUN"
MUO,"0","MUO"
MUR,"0","MUR"
MUW,"0","MUW"
MUX,"0","MUX"
MUZ,"0","MUZ"
MVA,"0","MVA"
MVB,"0","MVB"
MVD,"0","MVD"
MVF,"0","MVF"
MVL,"0","MVL"
MVP,"0","MVP"
MVQ,"0","MVQ"
MVR,"0","MVR"
MVS,"0","MVS"
MVT,"0","MVT"
MVV,"0","MVV"
MVY,"0","MVY"
MVZ,"0","MVZ"
MWA,"0","MWA"
MWC,"0","MWC"
MWE,"0","MWE"
MWF,"0","MWF"
MWH,"0","MWH"
MWK,"0","MWK"
MWL,"0","MWL"
MWM,"0","MWM"
MWQ,"0","MWQ"
MWX,"0","MWX"
MWZ,"0","MWZ"
MXF,"0","MXF"
MXH,"0","MXH"
MXJ,"0","MXJ"
MXL,"0","MXL"
MXM,"0","MXM"
MXN,"0","MXN"
MXP,"0","MXP"
MXS,"0","MXS"
MXT,"0","MXT"
MXV,"0","MXV"
MXX,"0","MXX"
MXZ,"0","MXZ"
MYA,"0","MYA"
MYB,"0","MYB"
MYC,"0","MYC"
MYD,"0","MYD"
MYE,"0","MYE"
MYG,"0","MYG"
MYI,"0","MYI"
MYJ,"0","MYJ"
MYL,"0","MYL"
MYP,"0","MYP"
MYQ,"0","MYQ"
MYR,"0","MYR"
MYT,"0","MYT"
MYU,"0","MYU"
MYV,"0","MYV"
MYW,"0","MYW"
MYY,"0","MYY"
MZB,"0","MZB"
MZG,"0","MZG"
MZH,"0","MZH"
MZI,"0","MZI"
MZJ,"0","MZJ"
MZK,"0","MZK"
MZL,"0","MZL"
MZM,"0","MZM"
MZO,"0","MZO"
MZP,"0","MZP"
MZR,"0","MZR"
MZT,"0","MZT"
MZV,"0","MZV"
N/A,"0","N/A"
NAA,"0","NAA"
NAG,"0","NAG"
NAH,"0","NAH"
NAI,"0","NAI"
NAJ,"0","NAJ"
NAK,"0","NAK"
NAL,"0","NAL"
NAN,"0","NAN"
NAO,"0","NAO"
NAP,"0","NAP"
NAQ,"0","NAQ"
NAS,"0","NAS"
NAT,"0","NAT"
NAV,"0","NAV"
NAW,"0","NAW"
NAY,"0","NAY"
NBB,"0","NBB"
NBC,"0","NBC"
NBG,"0","NBG"
NBO,"0","NBO"
NBX,"0","NBX"
NCA,"0","NCA"
NCE,"0","NCE"
NCL,"0","NCL"
NCN,"0","NCN"
NCS,"0","NCS"
NCU,"0","NCU"
NCY,"0","NCY"
ND4,"0","ND4"
NDB,"0","NDB"
NDC,"0","NDC"
NDD,"0","NDD"
NDG,"0","NDG"
NDJ,"0","NDJ"
NDR,"0","NDR"
NDU,"0","NDU"
NDY,"0","NDY"
NDZ,"0","NDZ"
NEC,"0","NEC"
NEG,"0","NEG"
NEL,"0","NEL"
NEV,"0","NEV"
NEW,"0","NEW"
NF4,"0","NF4"
NFG,"0","NFG"
NFO,"0","NFO"
NGB,"0","NGB"
NGD,"0","NGD"
NGE,"0","NGE"
NGF,"0","NGF"
NGI,"0","NGI"
NGO,"0","NGO"
NGP,"0","NGP"
NGQ,"0","NGQ"
NGS,"0","NGS"
NGU,"0","NGU"
NGX,"0","NGX"
NHA,"0","NHA"
NHD,"0","NHD"
NHK,"0","NHK"
NHT,"0","NHT"
NHV,"0","NHV"
NHZ,"0","NHZ"
NIB,"0","NIB"
NID,"0","NID"
NIG,"0","NIG"
NIM,"0","NIM"
NIO,"0","NIO"
NIT,"0","NIT"
NIU,"0","NIU"
NJC,"0","NJC"
NJF,"0","NJF"
NJK,"0","NJK"
NKC,"0","NKC"
NKG,"0","NKG"
NKM,"0","NKM"
NKT,"0","NKT"
NKX,"0","NKX"
NLA,"0","NLA"
NLC,"0","NLC"
NLD,"0","NLD"
NLF,"0","NLF"
NLG,"0","NLG"
NLI,"0","NLI"
NLK,"0","NLK"
NLO,"0","NLO"
NLP,"0","NLP"
NLT,"0","NLT"
NLV,"0","NLV"
NMA,"0","NMA"
NMB,"0","NMB"
NME,"0","NME"
NNA,"0","NNA"
NNB,"0","NNB"
NNG,"0","NNG"
NNL,"0","NNL"
NNM,"0","NNM"
NNR,"0","NNR"
NNT,"0","NNT"
NNX,"0","NNX"
NNY,"0","NNY"
NOA,"0","NOA"
NOB,"0","NOB"
NOC,"0","NOC"
NOE,"0","NOE"
NOG,"0","NOG"
NOJ,"0","NOJ"
NON,"0","NON"
NOR,"0","NOR"
NOS,"0","NOS"
NOU,"0","NOU"
NOV,"0","NOV"
NOW,"0","NOW"
NOZ,"0","NOZ"
NPA,"0","NPA"
NPE,"0","NPE"
NPL,"0","NPL"
NQA,"0","NQA"
NQN,"0","NQN"
NQT,"0","NQT"
NQU,"0","NQU"
NQX,"0","NQX"
NQY,"0","NQY"
NRA,"0","NRA"
NRB,"0","NRB"
NRD,"0","NRD"
NRK,"0","NRK"
NRL,"0","NRL"
NRN,"0","NRN"
NRT,"0","NRT"
NSE,"0","NSE"
NSH,"0","NSH"
NSI,"0","NSI"
NSK,"0","NSK"
NSN,"0","NSN"
NSO,"0","NSO"
NST,"0","NST"
NSY,"0","NSY"
NTB,"0","NTB"
NTD,"0","NTD"
NTE,"0","NTE"
NTI,"0","NTI"
NTL,"0","NTL"
NTN,"0","NTN"
NTQ,"0","NTQ"
NTR,"0","NTR"
NTT,"0","NTT"
NTU,"0","NTU"
NTX,"0","NTX"
NTY,"0","NTY"
NU8,"0","NU8"
NUE,"0","NUE"
NUI,"0","NUI"
NUL,"0","NUL"
NUQ,"0","NUQ"
NUS,"0","NUS"
NUW,"0","NUW"
NUX,"0","NUX"
NVA,"0","NVA"
NVI,"0","NVI"
NVK,"0","NVK"
NVP,"0","NVP"
NVS,"0","NVS"
NVT,"0","NVT"
NWA,"0","NWA"
NWI,"0","NWI"
NXP,"0","NXP"
NXX,"0","NXX"
NYA,"0","NYA"
NYE,"0","NYE"
NYG,"0","NYG"
NYI,"0","NYI"
NYK,"0","NYK"
NYM,"0","NYM"
NYO,"0","NYO"
NYT,"0","NYT"
NYU,"0","NYU"
NZA,"0","NZA"
NZC,"0","NZC"
NZY,"0","NZY"
OAG,"0","OAG"
OAJ,"0","OAJ"
OAK,"0","OAK"
OAL,"0","OAL"
OAM,"0","OAM"
OAR,"0","OAR"
OAX,"0","OAX"
OBC,"0","OBC"
OBE,"0","OBE"
OBF,"0","OBF"
OBN,"0","OBN"
OBO,"0","OBO"
OBS,"0","OBS"
OBU,"0","OBU"
OBY,"0","OBY"
OCA,"0","OCA"
OCC,"0","OCC"
OCF,"0","OCF"
OCJ,"0","OCJ"
OCV,"0","OCV"
OCW,"0","OCW"
ODB,"0","ODB"
ODE,"0","ODE"
ODH,"0","ODH"
ODN,"0","ODN"
ODO,"0","ODO"
ODS,"0","ODS"
ODY,"0","ODY"
OEB,"0","OEB"
OEL,"0","OEL"
OEM,"0","OEM"
OER,"0","OER"
OES,"0","OES"
OFF,"0","OFF"
OFK,"0","OFK"
OGB,"0","OGB"
OGD,"0","OGD"
OGG,"0","OGG"
OGL,"0","OGL"
OGN,"0","OGN"
OGS,"0","OGS"
OGX,"0","OGX"
OGZ,"0","OGZ"
OHD,"0","OHD"
OHE,"0","OHE"
OHO,"0","OHO"
OHS,"0","OHS"
OIA,"0","OIA"
OIM,"0","OIM"
OIR,"0","OIR"
OIT,"0","OIT"
OJC,"0","OJC"
OKA,"0","OKA"
OKB,"0","OKB"
OKC,"0","OKC"
OKD,"0","OKD"
OKF,"0","OKF"
OKI,"0","OKI"
OKJ,"0","OKJ"
OKK,"0","OKK"
OKL,"0","OKL"
OKN,"0","OKN"
OKO,"0","OKO"
OKR,"0","OKR"
OKU,"0","OKU"
OKY,"0","OKY"
OLA,"0","OLA"
OLB,"0","OLB"
OLC,"0","OLC"
OLF,"0","OLF"
OLM,"0","OLM"
OLP,"0","OLP"
OLS,"0","OLS"
OLU,"0","OLU"
OLV,"0","OLV"
OLZ,"0","OLZ"
OMA,"0","OMA"
OMB,"0","OMB"
OMC,"0","OMC"
OMD,"0","OMD"
OME,"0","OME"
OMF,"0","OMF"
OMH,"0","OMH"
OMN,"0","OMN"
OMO,"0","OMO"
OMR,"0","OMR"
OMS,"0","OMS"
OND,"0","OND"
ONG,"0","ONG"
ONJ,"0","ONJ"
ONP,"0","ONP"
ONQ,"0","ONQ"
ONS,"0","ONS"
ONT,"0","ONT"
ONX,"0","ONX"
OOK,"0","OOK"
OOL,"0","OOL"
OOM,"0","OOM"
OPF,"0","OPF"
OPO,"0","OPO"
OPS,"0","OPS"
OQN,"0","OQN"
OQU,"0","OQU"
ORA,"0","ORA"
ORB,"0","ORB"
ORD,"0","ORD"
ORE,"0","ORE"
ORF,"0","ORF"
ORG,"0","ORG"
ORH,"0","ORH"
ORJ,"0","ORJ"
ORK,"0","ORK"
